#time (s),dt,v (m/s),w (rad/s),uvv,uvw,uwv,uww
258.5,0.1,0.046987591798504,-0.03269593581974,0.003,0,0,0.003
258.6,0.1,0.04195645365131,-0.106925191415766,0.003,0,0,0.003
258.7,0.1,0.011054407538112,0.02849263031954,0.003,0,0,0.003
258.8,0.1,0.053007308635125,-0.036115982098409,0.003,0,0,0.003
258.9,0.1,-0.037790732342158,0.038873192538386,0.003,0,0,0.003
259,0.1,-0.12053114719216,-0.017831236027931,0.003,0,0,0.003
259.1,0.1,0.13658484278137,0.031561288632375,0.003,0,0,0.003
259.2,0.1,0.15130193703157,0.020845203214046,0.003,0,0,0.003
259.3,0.1,-0.076598985537067,0.025368432979015,0.003,0,0,0.003
259.4,0.1,-0.007557868617982,0.005875882831109,0.003,0,0,0.003
259.5,0.1,0.011595911044091,0.032616466083695,0.003,0,0,0.003
259.6,0.1,0.042701935596528,0.022037637279103,0.003,0,0,0.003
259.7,0.1,0.058999276388092,-0.045475538386352,0.003,0,0,0.003
259.8,0.1,-0.040824432823037,0.031874119980122,0.003,0,0,0.003
259.9,0.1,-0.03026661717458,-0.072620015970996,0.003,0,0,0.003
260,0.1,-0.050255900634414,0.068238466539142,0.003,0,0,0.003
260.1,0.1,-0.013797989451016,0.02041098011437,0.003,0,0,0.003
260.2,0.1,0.081625769970302,-0.050758687075307,0.003,0,0,0.003
260.3,0.1,0.004976873528512,-0.014780111902793,0.003,0,0,0.003
260.4,0.1,-0.03629710513172,0.060802613899437,0.003,0,0,0.003
260.5,0.1,-0.000465516794121,-0.07288112320066,0.003,0,0,0.003
260.6,0.1,-0.041419214471167,0.031229471945551,0.003,0,0,0.003
260.7,0.1,-0.036500760397217,0.003591946381283,0.003,0,0,0.003
260.8,0.1,0.009922433779607,0.006295611607708,0.003,0,0,0.003
260.9,0.1,-0.017593436945298,0.016557606669705,0.003,0,0,0.003
261,0.1,0.007644936399872,0.066117451011915,0.003,0,0,0.003
261.1,0.1,-0.0111516600252,0.018126249467551,0.003,0,0,0.003
261.2,0.1,0.031765969511996,-0.036006976531597,0.003,0,0,0.003
261.3,0.1,-0.058635547610957,0.034713565646609,0.003,0,0,0.003
261.4,0.1,0.006320418793333,0.021689184302133,0.003,0,0,0.003
261.5,0.1,0.033989870293235,0.044067564147253,0.003,0,0,0.003
261.6,0.1,0.050901526111862,0.071024130763975,0.003,0,0,0.003
261.7,0.1,-0.038399639817184,-0.026200150331126,0.003,0,0,0.003
261.8,0.1,0.027981675810088,-0.015588543459959,0.003,0,0,0.003
261.9,0.1,0.035859492045727,-0.011327989341338,0.003,0,0,0.003
262,0.1,0.028558598167869,0.049439126902719,0.003,0,0,0.003
262.1,0.1,0.084756343054405,0.05657984051432,0.003,0,0,0.003
262.2,0.1,0.030231051102391,-0.019884273008579,0.003,0,0,0.003
262.3,0.1,-0.006057289574922,0.014352475543002,0.003,0,0,0.003
262.4,0.1,0.038393703003826,-0.039424895381108,0.003,0,0,0.003
262.5,0.1,0.069547200011034,-0.022210106237202,0.003,0,0,0.003
262.6,0.1,0.10162216364774,-0.032395212302388,0.003,0,0,0.003
262.7,0.1,0.005652290890764,0.024043915786261,0.003,0,0,0.003
262.8,0.1,0.016967640714551,0.059549523052586,0.003,0,0,0.003
262.9,0.1,0.069284926024454,-0.068088347850374,0.003,0,0,0.003
263,0.1,-0.066949112680791,-0.075715369126015,0.003,0,0,0.003
263.1,0.1,0.023641991293532,0.000452947774795,0.003,0,0,0.003
263.2,0.1,-0.05530611515059,0.015301049879327,0.003,0,0,0.003
263.3,0.1,-0.051077916772297,0.108388421867293,0.003,0,0,0.003
263.4,0.1,-0.059974774715038,0.000113341007491,0.003,0,0,0.003
263.5,0.1,0.073910449102063,0.074914635666957,0.003,0,0,0.003
263.6,0.1,0.012431821215855,0.04946801841843,0.003,0,0,0.003
263.7,0.1,-0.001291802316877,0.012352340048192,0.003,0,0,0.003
263.8,0.1,0.006476131862751,-0.026305653806776,0.003,0,0,0.003
263.9,0.1,0.06284768741095,0.067037597714461,0.003,0,0,0.003
264,0.1,0.097882905161457,-0.052888746668514,0.003,0,0,0.003
264.1,0.1,-0.046529080341077,-0.018401745138938,0.003,0,0,0.003
264.2,0.1,0.017624140975188,-0.055914535246663,0.003,0,0,0.003
264.3,0.1,0.034829078355098,-0.042515309480142,0.003,0,0,0.003
264.4,0.1,0.011406147799502,-0.012163988326104,0.003,0,0,0.003
264.5,0.1,0.054408708283621,-0.006960372287365,0.003,0,0,0.003
264.6,0.1,-0.024255167097727,-0.050855156770642,0.003,0,0,0.003
264.7,0.1,-0.099768170861763,0.037850101371147,0.003,0,0,0.003
264.8,0.1,-0.022281635821111,-0.004020388653849,0.003,0,0,0.003
264.9,0.1,0.006835736493455,-0.042450452525303,0.003,0,0,0.003
265,0.1,0.058862330563205,0.02159978012822,0.003,0,0,0.003
265.1,0.1,0.043529856099368,0.06296556071242,0.003,0,0,0.003
265.2,0.1,0.026623796788627,0.010791942609704,0.003,0,0,0.003
265.3,0.1,-0.034846891695197,0.037577080019563,0.003,0,0,0.003
265.4,0.1,0.051305133066531,-0.027699586641004,0.003,0,0,0.003
265.5,0.1,0.090809172926183,0.019574521813297,0.003,0,0,0.003
265.6,0.1,0.112345790632247,-0.023363505402648,0.003,0,0,0.003
265.7,0.1,0.112676934375107,-0.033522967348637,0.003,0,0,0.003
265.8,0.1,0.103559422564948,-0.070461835871244,0.003,0,0,0.003
265.9,0.1,0.051362371924094,-0.083615712634634,0.003,0,0,0.003
266,0.1,0.076942108349362,0.046391785052794,0.003,0,0,0.003
266.1,0.1,-0.073392176244793,0.072709729859665,0.003,0,0,0.003
266.2,0.1,-0.062284406860756,-0.053533262484392,0.003,0,0,0.003
266.3,0.1,-0.010516636731328,-0.051192188313948,0.003,0,0,0.003
266.4,0.1,0.083821627058865,-0.008648286025509,0.003,0,0,0.003
266.5,0.1,0.033479511019353,-0.045313042403677,0.003,0,0,0.003
266.6,0.1,0.134494438350036,-0.073401625224788,0.003,0,0,0.003
266.7,0.1,0.069169946967806,-0.064884789460918,0.003,0,0,0.003
266.8,0.1,0.042520438118785,0.093017417664569,0.003,0,0,0.003
266.9,0.1,-0.019961421888455,-0.048494184311466,0.003,0,0,0.003
267,0.1,0.021502908127296,-0.033397246729183,0.003,0,0,0.003
267.1,0.1,0.086298568934916,-0.007611059211212,0.003,0,0,0.003
267.2,0.1,0.00287227832804,0.01626021144041,0.003,0,0,0.003
267.3,0.1,0.045920085104464,-0.00566585477845,0.003,0,0,0.003
267.4,0.1,0.098752903800627,-0.075537083441412,0.003,0,0,0.003
267.5,0.1,0.054686744031424,-0.076799269153479,0.003,0,0,0.003
267.6,0.1,0.00720635394638,0.074452173154191,0.003,0,0,0.003
267.7,0.1,-0.012956277158319,0.00431521595585,0.003,0,0,0.003
267.8,0.1,0.009173178135836,0.014435157331093,0.003,0,0,0.003
267.9,0.1,0.051692223847079,0.064618258028751,0.003,0,0,0.003
268,0.1,-0.038389479907182,0.052972604517481,0.003,0,0,0.003
268.1,0.1,0.023453730833304,-0.039200904541334,0.003,0,0,0.003
268.2,0.1,0.018364599761175,0.012465573543838,0.003,0,0,0.003
268.3,0.1,-0.016393224169108,0.08236778124579,0.003,0,0,0.003
268.4,0.1,0.020741233457709,0.024260681319047,0.003,0,0,0.003
268.5,0.1,0.080147561637065,0.013595455769517,0.003,0,0,0.003
268.6,0.1,-0.016369289182385,-0.0233455085668,0.003,0,0,0.003
268.7,0.1,0.031111214839391,0.054038002104028,0.003,0,0,0.003
268.8,0.1,0.030992983472997,0.001969823216442,0.003,0,0,0.003
268.9,0.1,0.058253329921346,0.027281472932239,0.003,0,0,0.003
269,0.1,0.128500144146695,0.080943751190583,0.003,0,0,0.003
269.1,0.1,0.011149680697776,0.013099702557505,0.003,0,0,0.003
269.2,0.1,0.020152357246612,0.016309852890151,0.003,0,0,0.003
269.3,0.1,0.015484089587626,-0.041016141607723,0.003,0,0,0.003
269.4,0.1,0.046848026353141,-0.075326303763174,0.003,0,0,0.003
269.5,0.1,-0.002759695199493,-0.069591936151535,0.003,0,0,0.003
269.6,0.1,0.068712117853302,-0.035958575458046,0.003,0,0,0.003
269.7,0.1,0.04665275039125,0.014769399407774,0.003,0,0,0.003
269.8,0.1,0.048326105962196,-0.056789270814594,0.003,0,0,0.003
269.9,0.1,0.031615337045327,-0.040271424236158,0.003,0,0,0.003
270,0.1,0.007417265868874,0.001992084261426,0.003,0,0,0.003
270.1,0.1,0.009157080015441,-0.058255704033993,0.003,0,0,0.003
270.2,0.1,2.215068310513E-05,0.071573138017186,0.003,0,0,0.003
270.3,0.1,0.02456062713349,-0.048721825987127,0.003,0,0,0.003
270.4,0.1,0.01862037164618,-0.085855510388592,0.003,0,0,0.003
270.5,0.1,-0.040059733092983,-0.066450813513506,0.003,0,0,0.003
270.6,0.1,0.102523294227134,-0.061485466166401,0.003,0,0,0.003
270.7,0.1,0.037408457515848,-0.012166144416247,0.003,0,0,0.003
270.8,0.1,0.00361483309923,0.038406255412896,0.003,0,0,0.003
270.9,0.1,0.021695326869759,-0.029916714248207,0.003,0,0,0.003
271,0.1,0.100788813838236,0.0683013636965,0.003,0,0,0.003
271.1,0.1,0.066037171385659,0.034702534288405,0.003,0,0,0.003
271.2,0.1,0.013221487295305,-0.068603375094173,0.003,0,0,0.003
271.3,0.1,0.023931389361145,0.018682243705588,0.003,0,0,0.003
271.4,0.1,0.095854687475827,-0.043782664052132,0.003,0,0,0.003
271.5,0.1,0.097736463237204,-0.021672816295381,0.003,0,0,0.003
271.6,0.1,-0.089577007273584,0.015326278445197,0.003,0,0,0.003
271.7,0.1,0.079342403978923,-0.00188999569935,0.003,0,0,0.003
271.8,0.1,0.083204320594147,0.020603189390453,0.003,0,0,0.003
271.9,0.1,-0.083570877597803,-0.054954910329692,0.003,0,0,0.003
272,0.1,0.041252367336894,0.006491613854656,0.003,0,0,0.003
272.1,0.1,-0.037733550283304,0.038467772587181,0.003,0,0,0.003
272.2,0.1,0.020477489031046,0.02843523893744,0.003,0,0,0.003
272.3,0.1,-0.017810497832453,-0.032906168246174,0.003,0,0,0.003
272.4,0.1,0.058002383247812,-0.009982246724819,0.003,0,0,0.003
272.5,0.1,-0.026494634124652,-0.01595682598274,0.003,0,0,0.003
272.6,0.1,0.003617571009241,0.008370586240241,0.003,0,0,0.003
272.7,0.1,0.02835740629823,-0.033047115470472,0.003,0,0,0.003
272.8,0.1,0.055269183663648,0.079841537270948,0.003,0,0,0.003
272.9,0.1,-0.011390121667183,0.033654731015434,0.003,0,0,0.003
273,0.1,0.066023330517791,0.01912599097743,0.003,0,0,0.003
273.1,0.1,0.020760016015482,-0.05684637179532,0.003,0,0,0.003
273.2,0.1,-0.046031344777588,0.005658991968052,0.003,0,0,0.003
273.3,0.1,-0.006428795464925,0.011512868235238,0.003,0,0,0.003
273.4,0.1,0.038420866235927,0.027664906332859,0.003,0,0,0.003
273.5,0.1,0.02329173456677,0.000786648616887,0.003,0,0,0.003
273.6,0.1,-0.012757420829609,0.034532203065726,0.003,0,0,0.003
273.7,0.1,0.043368074665228,-0.028961295057137,0.003,0,0,0.003
273.8,0.1,0.024021328661785,-0.027271295220768,0.003,0,0,0.003
273.9,0.1,0.081077966996849,-0.071807109009365,0.003,0,0,0.003
274,0.1,0.069369620869316,0.006761007750097,0.003,0,0,0.003
274.1,0.1,-0.017466298065148,0.027770777365764,0.003,0,0,0.003
274.2,0.1,0.081699676746349,0.043893073746066,0.003,0,0,0.003
274.3,0.1,0.049878360715702,0.072235236934002,0.003,0,0,0.003
274.4,0.1,0.027618930955938,0.036087751323081,0.003,0,0,0.003
274.5,0.1,-0.02259837767322,-0.012855133221526,0.003,0,0,0.003
274.6,0.1,-0.003963479709359,0.04903126835863,0.003,0,0,0.003
274.7,0.1,-0.024039768051074,0.008875595715925,0.003,0,0,0.003
274.8,0.1,0.057240698720339,-0.004314561711321,0.003,0,0,0.003
274.9,0.1,-0.011907565773159,-0.010460691719248,0.003,0,0,0.003
275,0.1,0.079761321624917,-0.027295662539853,0.003,0,0,0.003
275.1,0.1,0.028763860661006,0.014923366209818,0.003,0,0,0.003
275.2,0.1,0.025024034166235,-0.002664581712223,0.003,0,0,0.003
275.3,0.1,-0.039842681208747,-0.001062515974406,0.003,0,0,0.003
275.4,0.1,-0.020218616820856,0.027639794809224,0.003,0,0,0.003
275.5,0.1,0.056889665368103,-0.038318769197934,0.003,0,0,0.003
275.6,0.1,-0.010971274790757,-0.036440350308812,0.003,0,0,0.003
275.7,0.1,-0.021580883014517,0.007972915564184,0.003,0,0,0.003
275.8,0.1,0.08111798992015,-0.01612882409617,0.003,0,0,0.003
275.9,0.1,0.019607312092867,0.026855015753207,0.003,0,0,0.003
276,0.1,0.132651326416502,0.078072873067957,0.003,0,0,0.003
276.1,0.1,0.024319893640918,0.034706156873565,0.003,0,0,0.003
276.2,0.1,0.016242588846993,0.053451109711222,0.003,0,0,0.003
276.3,0.1,0.137547939214083,-0.070424149613854,0.003,0,0,0.003
276.4,0.1,0.058012261251233,-0.041345343677874,0.003,0,0,0.003
276.5,0.1,0.005746561724228,0.001971328739906,0.003,0,0,0.003
276.6,0.1,0.0568487753035,0.080312377422843,0.003,0,0,0.003
276.7,0.1,-0.007257944928211,0.025880966434191,0.003,0,0,0.003
276.8,0.1,0.015990159972105,0.097615004608598,0.003,0,0,0.003
276.9,0.1,-0.047442108055309,-0.056187739898554,0.003,0,0,0.003
277,0.1,0.065399158320783,0.050635579893643,0.003,0,0,0.003
277.1,0.1,0.105024905097455,0.059745831087709,0.003,0,0,0.003
277.2,0.1,0.027260484533804,0.015445823221932,0.003,0,0,0.003
277.3,0.1,0.073833573855274,0.01177972975,0.003,0,0,0.003
277.4,0.1,0.042729108355325,0.044805235413681,0.003,0,0,0.003
277.5,0.1,-0.006471200678042,-0.028924029265245,0.003,0,0,0.003
277.6,0.1,0.056252020624195,-0.063121216988832,0.003,0,0,0.003
277.7,0.1,0.076751062818097,0.001980061406654,0.003,0,0,0.003
277.8,0.1,-0.022326193190711,0.076754437322474,0.003,0,0,0.003
277.9,0.1,-0.100295581542477,-0.021237621305158,0.003,0,0,0.003
278,0.1,0.020605282429128,-0.084123258772058,0.003,0,0,0.003
278.1,0.1,0.008410719399692,0.108930737247718,0.003,0,0,0.003
278.2,0.1,-0.039821250234989,-0.065358545115349,0.003,0,0,0.003
278.3,0.1,0.016899490555899,-0.010485615627861,0.003,0,0,0.003
278.4,0.1,0.075709953024848,-0.001888273624494,0.003,0,0,0.003
278.5,0.1,0.011619596373959,0.076922262692858,0.003,0,0,0.003
278.6,0.1,-0.002730699620899,0.04923431752793,0.003,0,0,0.003
278.7,0.1,0.032733069936073,-0.033635731460536,0.003,0,0,0.003
278.8,0.1,0.110679305625799,0.040482835808434,0.003,0,0,0.003
278.9,0.1,-0.037170283865202,-0.053598029502494,0.003,0,0,0.003
279,0.1,-0.00808915004372,-0.036646277525788,0.003,0,0,0.003
279.1,0.1,-0.000820496828453,-0.015423798798523,0.003,0,0,0.003
279.2,0.1,0.069691699780505,-0.02103535100398,0.003,0,0,0.003
279.3,0.1,0.037642764199656,-0.00542765046668,0.003,0,0,0.003
279.4,0.1,-0.058529617062176,0.023311250234869,0.003,0,0,0.003
279.5,0.1,0.008804776982347,0.020399796235769,0.003,0,0,0.003
279.6,0.1,-0.006907763141812,-0.032916321806325,0.003,0,0,0.003
279.7,0.1,0.0336766827259,-8.15906770208589E-05,0.003,0,0,0.003
279.8,0.1,0.024177517518374,-0.057900646556721,0.003,0,0,0.003
279.9,0.1,-0.034137589313869,-0.092739770296715,0.003,0,0,0.003
280,0.1,-0.06826419325936,-0.02390372969587,0.003,0,0,0.003
280.1,0.1,0.021676035344394,0.027462138328453,0.003,0,0,0.003
280.2,0.1,0.090739478982889,0.026319364794082,0.003,0,0,0.003
280.3,0.1,0.122327532527154,-0.002008006884225,0.003,0,0,0.003
280.4,0.1,-0.003717491564568,-0.071897797624133,0.003,0,0,0.003
280.5,0.1,0.069727066611076,-0.03075109400399,0.003,0,0,0.003
280.6,0.1,-0.027786658209769,0.027861479073032,0.003,0,0,0.003
280.7,0.1,-0.051113611131653,0.055667690795728,0.003,0,0,0.003
280.8,0.1,0.077273943438617,-0.030278168408938,0.003,0,0,0.003
280.9,0.1,-0.021270164206216,0.020170415111542,0.003,0,0,0.003
281,0.1,0.054654438112501,-0.043301843458656,0.003,0,0,0.003
281.1,0.1,-0.061283068044996,-0.023351050037952,0.003,0,0,0.003
281.2,0.1,-0.014566296356208,-0.123647080780266,0.003,0,0,0.003
281.3,0.1,0.037082997501269,-0.035465739669795,0.003,0,0,0.003
281.4,0.1,0.050831369567744,0.07802535788969,0.003,0,0,0.003
281.5,0.1,-0.036448051071209,0.010244099597256,0.003,0,0,0.003
281.6,0.1,0.043154654324331,8.26599543875592E-05,0.003,0,0,0.003
281.7,0.1,0.120981019174228,-0.00482243128228,0.003,0,0,0.003
281.8,0.1,0.033836953620844,-0.012452527093758,0.003,0,0,0.003
281.9,0.1,-0.029176373741984,0.069990308306851,0.003,0,0,0.003
282,0.1,0.041393398608205,0.01467598640551,0.003,0,0,0.003
282.1,0.1,-0.008587886680086,-0.024894706665787,0.003,0,0,0.003
282.2,0.1,0.09893140117282,-0.025161541507191,0.003,0,0,0.003
282.3,0.1,0.048145390711512,-0.012345876759437,0.003,0,0,0.003
282.4,0.1,0.037502065752729,-0.032159169357242,0.003,0,0,0.003
282.5,0.1,0.101505765630517,0.029385061483532,0.003,0,0,0.003
282.6,0.1,-0.127851034737139,-0.026604375097942,0.003,0,0,0.003
282.7,0.1,-0.041814212791949,-0.016840888243511,0.003,0,0,0.003
282.8,0.1,-0.042130195731344,0.069974812725454,0.003,0,0,0.003
282.9,0.1,-0.122053560259739,-0.068536664934178,0.003,0,0,0.003
283,0.1,0.049030495326792,-0.040631087138917,0.003,0,0,0.003
283.1,0.1,0.006336888537374,0.10207432312077,0.003,0,0,0.003
283.2,0.1,-0.059822837950052,0.129258018839453,0.003,0,0,0.003
283.3,0.1,0.016984495479408,-0.003627189290054,0.003,0,0,0.003
283.4,0.1,0.043553725192808,0.06802251850262,0.003,0,0,0.003
283.5,0.1,0.084201348018746,-0.004676776760759,0.003,0,0,0.003
283.6,0.1,0.04245904515085,-0.060271398823191,0.003,0,0,0.003
283.7,0.1,0.011885842108625,0.070233564211398,0.003,0,0,0.003
283.8,0.1,-0.022088117590667,0.003519488310646,0.003,0,0,0.003
283.9,0.1,0.039718757699388,0.099490988907135,0.003,0,0,0.003
284,0.1,0.079936079414914,0.002806014852287,0.003,0,0,0.003
284.1,0.1,0.052294113678189,0.052534683982012,0.003,0,0,0.003
284.2,0.1,-0.031071650817087,-0.017918870125781,0.003,0,0,0.003
284.3,0.1,0.126889222529928,0.011940334890094,0.003,0,0,0.003
284.4,0.1,0.047727367525171,0.068221591684868,0.003,0,0,0.003
284.5,0.1,-0.002904612903223,0.012783947173343,0.003,0,0,0.003
284.6,0.1,0.061632182818692,-0.050251836406461,0.003,0,0,0.003
284.7,0.1,-0.014493918215035,-0.016276484232393,0.003,0,0,0.003
284.8,0.1,0.058113365099786,-0.038996195989137,0.003,0,0,0.003
284.9,0.1,-0.00445029291178,0.020403791846122,0.003,0,0,0.003
285,0.1,-0.027535654308834,0.021208312982238,0.003,0,0,0.003
285.1,0.1,-0.016647053388603,-0.022544964362789,0.003,0,0,0.003
285.2,0.1,0.042695447083219,-0.043115904674782,0.003,0,0,0.003
285.3,0.1,0.052155100057853,0.034327320100715,0.003,0,0,0.003
285.4,0.1,-0.042432779713828,-0.001621115017592,0.003,0,0,0.003
285.5,0.1,-0.029702120878072,0.0355004131461,0.003,0,0,0.003
285.6,0.1,0.085469980322908,-0.015675526558051,0.003,0,0,0.003
285.7,0.1,0.045853880303291,-0.003292589635149,0.003,0,0,0.003
285.8,0.1,0.07249590139288,0.062504681482718,0.003,0,0,0.003
285.9,0.1,-0.00348929256051,0.032449658959624,0.003,0,0,0.003
286,0.1,0.002252155939601,0.00709300376737,0.003,0,0,0.003
286.1,0.1,0.033220467631686,-0.045769835930113,0.003,0,0,0.003
286.2,0.1,0.08792611999642,-0.084675189849238,0.003,0,0,0.003
286.3,0.1,-0.002804458228978,0.030003272262295,0.003,0,0,0.003
286.4,0.1,-0.061909101000731,0.069717774527671,0.003,0,0,0.003
286.5,0.1,0.049763779200549,-0.011094337039393,0.003,0,0,0.003
286.6,0.1,0.086369571222109,0.020183651736155,0.003,0,0,0.003
286.7,0.1,0.152186290613922,0.100031217784315,0.003,0,0,0.003
286.8,0.1,0.039581891886252,-0.018419248338732,0.003,0,0,0.003
286.9,0.1,0.050732961530432,0.078022645095293,0.003,0,0,0.003
287,0.1,0.008783711737585,-0.077156461163666,0.003,0,0,0.003
287.1,0.1,-0.027696924316641,-0.011062810279122,0.003,0,0,0.003
287.2,0.1,-0.003161260397181,-0.000433168436867,0.003,0,0,0.003
287.3,0.1,-0.018173218318108,-0.017035006796735,0.003,0,0,0.003
287.4,0.1,0.042438143658061,0.052798761407725,0.003,0,0,0.003
287.5,0.1,0.014589781773637,0.03818646923547,0.003,0,0,0.003
287.6,0.1,0.065108232065485,-0.066655881974329,0.003,0,0,0.003
287.7,0.1,0.035611264325284,-0.070363848133085,0.003,0,0,0.003
287.8,0.1,0.011916080878615,-0.057943934757379,0.003,0,0,0.003
287.9,0.1,0.028314101874224,-0.027362121632452,0.003,0,0,0.003
288,0.1,-0.00603060639355,0.026012169812604,0.003,0,0,0.003
288.1,0.1,-0.065004639152054,-0.041499228225699,0.003,0,0,0.003
288.2,0.1,-0.073889336777986,-0.033123693072351,0.003,0,0,0.003
288.3,0.1,0.013082997546361,-0.020942857540384,0.003,0,0,0.003
288.4,0.1,-0.009454745092465,0.032955969658459,0.003,0,0,0.003
288.5,0.1,-0.070721103665311,0.038084657113584,0.003,0,0,0.003
288.6,0.1,0.060538657418528,-0.005428157940017,0.003,0,0,0.003
288.7,0.1,0.039563393674933,0.037587496765541,0.003,0,0,0.003
288.8,0.1,-0.040262826351228,-0.012494500710168,0.003,0,0,0.003
288.9,0.1,-0.027904462951425,-0.079551635793532,0.003,0,0,0.003
289,0.1,-0.055098717804647,0.019385153811717,0.003,0,0,0.003
289.1,0.1,-0.014696852271411,-0.010328741719812,0.003,0,0,0.003
289.2,0.1,-0.064234099066997,0.092136267456678,0.003,0,0,0.003
289.3,0.1,0.027127601693765,0.018772923623974,0.003,0,0,0.003
289.4,0.1,0.007630637970199,0.064462818467205,0.003,0,0,0.003
289.5,0.1,-0.031732705013204,0.019181201870562,0.003,0,0,0.003
289.6,0.1,-0.0473837843644,0.067055119772542,0.003,0,0,0.003
289.7,0.1,0.081291464727375,-0.071704626845267,0.003,0,0,0.003
289.8,0.1,-0.023211232708697,-0.007524790474661,0.003,0,0,0.003
289.9,0.1,-0.050307846879368,0.134313641245008,0.003,0,0,0.003
290,0.1,0.023216207098066,0.027152735403673,0.003,0,0,0.003
290.1,0.1,-0.009629561915577,0.003109223478038,0.003,0,0,0.003
290.2,0.1,-0.02058735156502,0.01218972135017,0.003,0,0,0.003
290.3,0.1,-0.100841964829828,-0.007359311742512,0.003,0,0,0.003
290.4,0.1,0.097960433403186,-0.04555520076939,0.003,0,0,0.003
290.5,0.1,0.053894400575643,-0.053985431753346,0.003,0,0,0.003
290.6,0.1,-0.025109606066966,-0.016910899263624,0.003,0,0,0.003
290.7,0.1,-0.05630755370305,-0.10754092878785,0.003,0,0,0.003
290.8,0.1,-0.015983778312202,-0.008634551093421,0.003,0,0,0.003
290.9,0.1,0.033701604228898,-0.003555650746017,0.003,0,0,0.003
291,0.1,0.096510263297997,0.064366179620026,0.003,0,0,0.003
291.1,0.1,0.003327484279284,-0.006540222983215,0.003,0,0,0.003
291.2,0.1,-0.002168438405243,-0.093427536053113,0.003,0,0,0.003
291.3,0.1,-0.013133281466865,0.001509097208183,0.003,0,0,0.003
291.4,0.1,0.091082148338816,-0.039630747827191,0.003,0,0,0.003
291.5,0.1,-0.08320246380438,0.004753926519625,0.003,0,0,0.003
291.6,0.1,0.019624804310989,0.020330068198197,0.003,0,0,0.003
291.7,0.1,0.11067616573961,-0.048033151787662,0.003,0,0,0.003
291.8,0.1,-0.039561551719607,-0.011353696412078,0.003,0,0,0.003
291.9,0.1,0.009001688659132,0.062995752482866,0.003,0,0,0.003
292,0.1,0.017887896584969,-0.010973421431901,0.003,0,0,0.003
292.1,0.1,-0.045050303153667,-0.053117001666286,0.003,0,0,0.003
292.2,0.1,-0.075191374394328,-0.031272649072241,0.003,0,0,0.003
292.3,0.1,0.061742758960186,-0.039570286670523,0.003,0,0,0.003
292.4,0.1,0.005712626481186,0.127153246609015,0.003,0,0,0.003
292.5,0.1,0.088232152293671,-0.037753042084313,0.003,0,0,0.003
292.6,0.1,-0.00729185768052,-0.044019141383342,0.003,0,0,0.003
292.7,0.1,0.046451274763729,0.077378957734513,0.003,0,0,0.003
292.8,0.1,-0.069260251454726,-0.051026388345005,0.003,0,0,0.003
292.9,0.1,-0.047454672833912,-0.027361147070875,0.003,0,0,0.003
293,0.1,-0.027136309533367,-0.029715122912046,0.003,0,0,0.003
293.1,0.1,0.04673665048239,0.051575201814714,0.003,0,0,0.003
293.2,0.1,0.031459309494674,-0.001360321383999,0.003,0,0,0.003
293.3,0.1,-0.027318832849631,0.120025186896095,0.003,0,0,0.003
293.4,0.1,0.037512133052874,-0.006139066562801,0.003,0,0,0.003
293.5,0.1,-0.038179375961025,0.0343899397128,0.003,0,0,0.003
293.6,0.1,0.043829451014248,-0.018011139230084,0.003,0,0,0.003
293.7,0.1,0.072534285745015,-0.001425677840049,0.003,0,0,0.003
293.8,0.1,0.02137596282857,0.019916454738666,0.003,0,0,0.003
293.9,0.1,0.01928656482627,-0.016538907131504,0.003,0,0,0.003
294,0.1,0.041832280002821,0.046246612147682,0.003,0,0,0.003
294.1,0.1,0.05186141787083,0.025335577206308,0.003,0,0,0.003
294.2,0.1,0.005291562066251,-0.021730005243945,0.003,0,0,0.003
294.3,0.1,-0.026879568911567,0.032889754335651,0.003,0,0,0.003
294.4,0.1,0.090205822126056,0.024092416485095,0.003,0,0,0.003
294.5,0.1,0.006454716060657,-0.051969568716325,0.003,0,0,0.003
294.6,0.1,0.020998816072213,0.040703432012096,0.003,0,0,0.003
294.7,0.1,-0.020183007166381,-0.015429134614727,0.003,0,0,0.003
294.8,0.1,-0.002407609380435,0.030300252844087,0.003,0,0,0.003
294.9,0.1,0.112396027878539,-0.106878074071584,0.003,0,0,0.003
295,0.1,0.109700908790488,-0.008859165146675,0.003,0,0,0.003
295.1,0.1,0.08369177081324,-0.08435489379754,0.003,0,0,0.003
295.2,0.1,0.005049149969494,-0.030410436852467,0.003,0,0,0.003
295.3,0.1,-0.010063536411197,0.019119098952891,0.003,0,0,0.003
295.4,0.1,0.069092866103073,-0.023109156689759,0.003,0,0,0.003
295.5,0.1,0.076119511228405,0.015644661175232,0.003,0,0,0.003
295.6,0.1,0.030456444322861,-0.055494428716443,0.003,0,0,0.003
295.7,0.1,0.029326435352459,-0.060578506577301,0.003,0,0,0.003
295.8,0.1,-0.025925011915617,-0.062283289812004,0.003,0,0,0.003
295.9,0.1,-0.068163622110077,-0.005757725682641,0.003,0,0,0.003
296,0.1,0.015902604238407,-0.017628683950993,0.003,0,0,0.003
296.1,0.1,-0.015928004245431,-0.06566864557616,0.003,0,0,0.003
296.2,0.1,0.08365463506627,-0.093834395106449,0.003,0,0,0.003
296.3,0.1,0.023875919049264,-0.038386524488504,0.003,0,0,0.003
296.4,0.1,-0.013423606497379,-0.063499758838274,0.003,0,0,0.003
