#time (s),dt (s),v (m/s),w (rad/s),uvv,uvw,uwv,uww
249.7,0.1,0.087406723790252,0.071948222119875,0.003,0,0,0.003
249.8,0.1,-0.010305325570214,-0.014262951560783,0.003,0,0,0.003
249.9,0.1,0.021181283518477,0.036167263614167,0.003,0,0,0.003
250,0.1,0.054765748184138,0.041450985767602,0.003,0,0,0.003
250.1,0.1,-0.120344382467995,0.014661737581245,0.003,0,0,0.003
250.2,0.1,-0.018294996625333,-0.011839359304089,0.003,0,0,0.003
250.3,0.1,0.076531338870064,-0.07725798350047,0.003,0,0,0.003
250.4,0.1,0.002196963957329,0.000427524153958,0.003,0,0,0.003
250.5,0.1,0.089209261425432,0.057284383686428,0.003,0,0,0.003
250.6,0.1,0.095495122469467,-0.005843179707449,0.003,0,0,0.003
250.7,0.1,0.015910353419867,-0.01230683057951,0.003,0,0,0.003
250.8,0.1,0.018237485172319,-0.054642821044478,0.003,0,0,0.003
250.9,0.1,-0.018907059010922,-0.015340482964822,0.003,0,0,0.003
251,0.1,-0.054754935597378,-0.068593206400089,0.003,0,0,0.003
251.1,0.1,-0.067767038164299,0.108182872687233,0.003,0,0,0.003
251.2,0.1,-0.010051180685809,-0.030992494623351,0.003,0,0,0.003
251.3,0.1,0.070949803412002,-0.044296523487079,0.003,0,0,0.003
251.4,0.1,0.035816229994138,-0.038843920075128,0.003,0,0,0.003
251.5,0.1,-0.041785053753831,0.028172698579081,0.003,0,0,0.003
251.6,0.1,-0.02208806015567,0.037212534635825,0.003,0,0,0.003
251.7,0.1,0.060284234132963,0.064785422328935,0.003,0,0,0.003
251.8,0.1,0.013818705509617,0.078593683261282,0.003,0,0,0.003
251.9,0.1,0.00562725016872,-0.091131896541326,0.003,0,0,0.003
252,0.1,-0.056637249096906,0.11206895454953,0.003,0,0,0.003
252.1,0.1,0.03290808814713,-0.012123179322657,0.003,0,0,0.003
252.2,0.1,0.045395735462217,-0.036592646733761,0.003,0,0,0.003
252.3,0.1,0.011885230466234,0.065112458052974,0.003,0,0,0.003
252.4,0.1,-0.067312370134053,-0.018294915497587,0.003,0,0,0.003
252.5,0.1,-0.007520344206623,-0.02742457631879,0.003,0,0,0.003
252.6,0.1,-0.053814072786996,0.012017677970499,0.003,0,0,0.003
252.7,0.1,0.048308782732897,0.072064162682503,0.003,0,0,0.003
252.8,0.1,0.082900202262333,0.005378369864305,0.003,0,0,0.003
252.9,0.1,-0.019327683260562,0.006712860189721,0.003,0,0,0.003
253,0.1,0.038300669498172,0.004290074029236,0.003,0,0,0.003
253.1,0.1,0.079450281802678,0.053313027115327,0.003,0,0,0.003
253.2,0.1,0.054774264919938,-0.021269677487586,0.003,0,0,0.003
253.3,0.1,0.112877359314013,0.033618156012771,0.003,0,0,0.003
253.4,0.1,0.09661227999713,0.035458626110536,0.003,0,0,0.003
253.5,0.1,0.050670667368465,-0.008175382978604,0.003,0,0,0.003
253.6,0.1,0.055179639849165,-0.082981370254442,0.003,0,0,0.003
253.7,0.1,0.082001993850759,-0.018833945840279,0.003,0,0,0.003
253.8,0.1,-0.002901190835132,-0.062046736172004,0.003,0,0,0.003
253.9,0.1,0.049383459436061,-0.010262287489608,0.003,0,0,0.003
254,0.1,-0.019363022187957,-0.000780993920824,0.003,0,0,0.003
254.1,0.1,0.029102884369537,0.096866302298502,0.003,0,0,0.003
254.2,0.1,-0.013586298034595,-0.014020995238392,0.003,0,0,0.003
254.3,0.1,0.021180308296439,0.026052800371581,0.003,0,0,0.003
254.4,0.1,0.038044705599316,0.117753505077447,0.003,0,0,0.003
254.5,0.1,-0.047660600176681,0.092443971732636,0.003,0,0,0.003
254.6,0.1,-0.008405144279335,0.067313357323857,0.003,0,0,0.003
254.7,0.1,0.019706208302347,0.052197884647029,0.003,0,0,0.003
254.8,0.1,0.062983382657066,-0.07657890643387,0.003,0,0,0.003
254.9,0.1,0.0985561123564,-0.073849999740537,0.003,0,0,0.003
255,0.1,0.024361971662584,-0.002264296133067,0.003,0,0,0.003
255.1,0.1,0.051705840966411,0.005356887736628,0.003,0,0,0.003
255.2,0.1,0.013934736076258,0.020145007291246,0.003,0,0,0.003
255.3,0.1,0.007091307980738,-0.040149856751017,0.003,0,0,0.003
255.4,0.1,0.083708441975833,0.024895757929466,0.003,0,0,0.003
255.5,0.1,-0.001365777862551,0.017952535690393,0.003,0,0,0.003
255.6,0.1,0.11763940475536,0.094858497684521,0.003,0,0,0.003
255.7,0.1,-0.015217007625345,-0.053820113769322,0.003,0,0,0.003
255.8,0.1,-0.007861009732745,-0.00087804588277,0.003,0,0,0.003
255.9,0.1,-0.024954433684828,-0.003407134013328,0.003,0,0,0.003
256,0.1,0.028650288057464,-0.043929605786993,0.003,0,0,0.003
256.1,0.1,-0.060127146226454,0.064016499728756,0.003,0,0,0.003
256.2,0.1,0.033014671687018,0.028775390720455,0.003,0,0,0.003
256.3,0.1,0.064697156846701,-0.017952624863782,0.003,0,0,0.003
256.4,0.1,0.035086474033943,0.037666478207857,0.003,0,0,0.003
256.5,0.1,0.013077429202576,0.026500466226929,0.003,0,0,0.003
256.6,0.1,0.057775338503627,0.041279047252129,0.003,0,0,0.003
256.7,0.1,0.038558303987604,-0.004568060585779,0.003,0,0,0.003
256.8,0.1,-0.030829530609961,-0.034502653724837,0.003,0,0,0.003
256.9,0.1,-0.001290092368571,0.018470928439419,0.003,0,0,0.003
257,0.1,-0.017066004954019,-0.031568152239089,0.003,0,0,0.003
257.1,0.1,0.023281800791957,0.051412250210314,0.003,0,0,0.003
257.2,0.1,0.04106247368207,0.020113053183242,0.003,0,0,0.003
257.3,0.1,0.06178423700857,-0.07457474490283,0.003,0,0,0.003
257.4,0.1,0.052800073041458,-0.02823235066525,0.003,0,0,0.003
257.5,0.1,-0.046779356023808,0.062752630091537,0.003,0,0,0.003
257.6,0.1,-0.018501906225706,-0.024313695087765,0.003,0,0,0.003
257.7,0.1,0.054621055513203,0.040258694125792,0.003,0,0,0.003
257.8,0.1,0.093566425948466,0.010741075605671,0.003,0,0,0.003
257.9,0.1,-0.019608321755743,0.008234972644385,0.003,0,0,0.003
258,0.1,-0.019890130878312,0.025944806396529,0.003,0,0,0.003
258.1,0.1,-0.007708190378044,-0.068437146516305,0.003,0,0,0.003
258.2,0.1,0.069646092063011,0.003488926847306,0.003,0,0,0.003
258.3,0.1,0.016300364478503,0.108837556617382,0.003,0,0,0.003
258.4,0.1,-0.059570111050719,0.074073742380408,0.003,0,0,0.003
258.5,0.1,0.031432903711936,0.066851823166442,0.003,0,0,0.003
258.6,0.1,-0.048192433767294,-0.010511114606308,0.003,0,0,0.003
258.7,0.1,0.027064589620128,0.00773555388696,0.003,0,0,0.003
258.8,0.1,0.076404445413501,0.0498201326369,0.003,0,0,0.003
258.9,0.1,0.106313395817582,-0.045229229900744,0.003,0,0,0.003
259,0.1,0.026484549368066,-0.065403014619221,0.003,0,0,0.003
259.1,0.1,0.087387507348482,-0.10631149600667,0.003,0,0,0.003
259.2,0.1,0.033985392312671,0.041964645660446,0.003,0,0,0.003
259.3,0.1,0.059820146662499,0.150624578190937,0.003,0,0,0.003
259.4,0.1,0.112614197023997,0.050775656363291,0.003,0,0,0.003
259.5,0.1,-0.023701167917126,0.003942015806319,0.003,0,0,0.003
259.6,0.1,0.00186349082392,0.062600730446753,0.003,0,0,0.003
259.7,0.1,-0.008715339095661,0.025517621959829,0.003,0,0,0.003
259.8,0.1,-0.01166186399438,0.020057084069371,0.003,0,0,0.003
259.9,0.1,0.017809101483217,-0.023893559465156,0.003,0,0,0.003
260,0.1,0.03434888372281,0.034671696065735,0.003,0,0,0.003
260.1,0.1,0.013918284448598,0.015903620261896,0.003,0,0,0.003
260.2,0.1,0.039494049496076,-0.054730254359109,0.003,0,0,0.003
260.3,0.1,-0.039242814167695,0.039759538594614,0.003,0,0,0.003
260.4,0.1,0.115026973041722,0.038444623412875,0.003,0,0,0.003
260.5,0.1,0.024412835969137,0.014862415214827,0.003,0,0,0.003
260.6,0.1,0.022244399450342,0.059545601595664,0.003,0,0,0.003
260.7,0.1,0.112814051692173,-0.03348873758656,0.003,0,0,0.003
260.8,0.1,-0.010825148719825,0.126090209247473,0.003,0,0,0.003
260.9,0.1,-0.063833385733887,-0.030167780802355,0.003,0,0,0.003
261,0.1,-0.021922055132635,-0.139184013393454,0.003,0,0,0.003
261.1,0.1,-0.03940190011159,-0.030298214772587,0.003,0,0,0.003
261.2,0.1,0.013000089192555,-0.024297745419089,0.003,0,0,0.003
261.3,0.1,0.00238590794136,-0.046694078098445,0.003,0,0,0.003
261.4,0.1,0.02678188660118,-0.05244587025034,0.003,0,0,0.003
261.5,0.1,-0.006545258504656,0.026695733121029,0.003,0,0,0.003
261.6,0.1,0.013273447769827,-0.073623979279935,0.003,0,0,0.003
261.7,0.1,0.039771908156056,-0.018981725413374,0.003,0,0,0.003
261.8,0.1,-0.064263125871501,-0.044928004255251,0.003,0,0,0.003
261.9,0.1,-0.036543748673401,-0.014786478015322,0.003,0,0,0.003
262,0.1,0.007127455042877,-0.007046465450595,0.003,0,0,0.003
262.1,0.1,-0.027196689067039,-0.059024947292555,0.003,0,0,0.003
262.2,0.1,-0.034508112449757,-0.034785529802912,0.003,0,0,0.003
262.3,0.1,-0.025340853343229,-0.016183881140172,0.003,0,0,0.003
262.4,0.1,-0.051380584314995,0.021751289261192,0.003,0,0,0.003
262.5,0.1,0.034701057795958,-0.026051405665224,0.003,0,0,0.003
262.6,0.1,0.077381466699182,0.04992244817596,0.003,0,0,0.003
262.7,0.1,-0.045980828295708,0.027169161546606,0.003,0,0,0.003
262.8,0.1,0.004532900195434,-0.051420614133184,0.003,0,0,0.003
262.9,0.1,0.027627972037939,-0.036080927112184,0.003,0,0,0.003
263,0.1,-0.014922299211927,-0.029373165308607,0.003,0,0,0.003
263.1,0.1,-0.003813337512765,0.055588968831173,0.003,0,0,0.003
263.2,0.1,0.068474987823636,0.039383084378236,0.003,0,0,0.003
263.3,0.1,0.01436950406409,-0.061623063578836,0.003,0,0,0.003
263.4,0.1,0.012095097189276,-0.014040578411797,0.003,0,0,0.003
263.5,0.1,0.023567435495162,-0.057000824817137,0.003,0,0,0.003
263.6,0.1,0.030796038656629,0.004448634744176,0.003,0,0,0.003
263.7,0.1,-0.000715433207746,0.027202383626454,0.003,0,0,0.003
263.8,0.1,-0.022791901591235,0.00399097905715,0.003,0,0,0.003
263.9,0.1,-0.025840405003485,-0.010909732076353,0.003,0,0,0.003
264,0.1,0.02813126452723,-0.035708483656643,0.003,0,0,0.003
264.1,0.1,0.10369104976575,0.040731584900519,0.003,0,0,0.003
264.2,0.1,0.026841769904182,0.04855019985698,0.003,0,0,0.003
264.3,0.1,0.045740227511181,0.007091208662162,0.003,0,0,0.003
264.4,0.1,-0.031661446366739,0.017788319350727,0.003,0,0,0.003
264.5,0.1,0.051073067824305,0.031150377978885,0.003,0,0,0.003
264.6,0.1,0.06364167992066,0.096998910687662,0.003,0,0,0.003
264.7,0.1,0.065448413293083,0.078695738239819,0.003,0,0,0.003
264.8,0.1,0.040141132758011,0.109655616821,0.003,0,0,0.003
264.9,0.1,0.030855842173638,0.033534752621141,0.003,0,0,0.003
265,0.1,0.158332241519797,-0.027106241700237,0.003,0,0,0.003
265.1,0.1,0.105687140481731,-0.020470335891723,0.003,0,0,0.003
265.2,0.1,0.001374225325126,-0.101509377137306,0.003,0,0,0.003
265.3,0.1,0.041073392572911,-0.013157521661002,0.003,0,0,0.003
265.4,0.1,-0.010959023585534,-0.028721163073834,0.003,0,0,0.003
265.5,0.1,0.039072312906719,0.018584498930245,0.003,0,0,0.003
265.6,0.1,0.002461254128397,-0.0269754828044,0.003,0,0,0.003
265.7,0.1,0.047737266295407,-0.036330151057155,0.003,0,0,0.003
265.8,0.1,0.107044081380326,-0.029662751709624,0.003,0,0,0.003
265.9,0.1,-0.085360029205414,0.02109279662929,0.003,0,0,0.003
266,0.1,0.050822729261537,-0.030719826604202,0.003,0,0,0.003
266.1,0.1,-0.056538537726646,0.026716567112275,0.003,0,0,0.003
266.2,0.1,-0.076114865973503,-0.016088274257487,0.003,0,0,0.003
266.3,0.1,0.031296618293019,-0.037648014245252,0.003,0,0,0.003
266.4,0.1,0.062706972922799,-0.089308684781357,0.003,0,0,0.003
266.5,0.1,0.091842519580121,0.0232279742841,0.003,0,0,0.003
266.6,0.1,0.055719932748915,0.057455237068701,0.003,0,0,0.003
266.7,0.1,-4.29968260761034E-05,-0.031204494568282,0.003,0,0,0.003
266.8,0.1,0.02124379709612,-0.025936236714715,0.003,0,0,0.003
266.9,0.1,-0.027484637845082,0.048832970247333,0.003,0,0,0.003
267,0.1,0.016623117049766,0.066877852393775,0.003,0,0,0.003
267.1,0.1,0.018134015698616,-0.037164845425606,0.003,0,0,0.003
267.2,0.1,0.012490438707091,-0.001405205286984,0.003,0,0,0.003
267.3,0.1,-0.084245739518748,0.022152248493188,0.003,0,0,0.003
267.4,0.1,0.024403747978346,-0.001525663580237,0.003,0,0,0.003
267.5,0.1,0.071119260977285,-0.102112719703795,0.003,0,0,0.003
267.6,0.1,0.087073272847952,-0.035484956361185,0.003,0,0,0.003
267.7,0.1,0.040125927010925,-0.011604308926033,0.003,0,0,0.003
267.8,0.1,-0.043875426262315,0.066473249611877,0.003,0,0,0.003
267.9,0.1,0.099660086531543,-0.006050907559182,0.003,0,0,0.003
268,0.1,0.011158587815138,0.047091243959481,0.003,0,0,0.003
268.1,0.1,-0.045280618318832,0.08122090876456,0.003,0,0,0.003
268.2,0.1,-0.028490753351434,0.039043115325907,0.003,0,0,0.003
268.3,0.1,-0.052077596983263,-0.005127127657844,0.003,0,0,0.003
268.4,0.1,-0.028584701817508,-0.107224772844721,0.003,0,0,0.003
268.5,0.1,0.017658086542292,-0.110620000653363,0.003,0,0,0.003
268.6,0.1,-0.000881692729628,0.002982129677812,0.003,0,0,0.003
268.7,0.1,0.007151991106484,-0.046601301392332,0.003,0,0,0.003
268.8,0.1,0.016384357649963,0.047598007646071,0.003,0,0,0.003
268.9,0.1,0.082096724270823,0.043535861763492,0.003,0,0,0.003
269,0.1,0.022494388471255,0.035798087765679,0.003,0,0,0.003
269.1,0.1,0.007742799800812,0.080067778277194,0.003,0,0,0.003
269.2,0.1,0.019765083462169,-0.058387284629569,0.003,0,0,0.003
269.3,0.1,-0.000548860475362,0.003632019037059,0.003,0,0,0.003
269.4,0.1,0.006332070337326,0.028077668432345,0.003,0,0,0.003
269.5,0.1,-0.107560113815697,0.023897507975666,0.003,0,0,0.003
269.6,0.1,0.093017488990287,0.060364552155662,0.003,0,0,0.003
269.7,0.1,-0.009920391647505,-0.060666603628602,0.003,0,0,0.003
269.8,0.1,-0.008049389550669,0.004404543905028,0.003,0,0,0.003
269.9,0.1,0.037613416611586,-0.047531147910584,0.003,0,0,0.003
270,0.1,-0.012768828609045,-0.056923977820924,0.003,0,0,0.003
270.1,0.1,-0.027251150292293,-0.053639100577948,0.003,0,0,0.003
270.2,0.1,0.020384545129164,0.043254839209663,0.003,0,0,0.003
270.3,0.1,0.012529971933554,0.021796096558252,0.003,0,0,0.003
270.4,0.1,0.038345878932563,0.040576775045441,0.003,0,0,0.003
270.5,0.1,-0.027681556732341,-0.043922229539904,0.003,0,0,0.003
270.6,0.1,0.077822677722057,-0.044934550178843,0.003,0,0,0.003
270.7,0.1,-0.015316053687323,-0.017588752328201,0.003,0,0,0.003
270.8,0.1,-0.031809230651648,0.03716618884893,0.003,0,0,0.003
270.9,0.1,0.053283689997114,0.066091599507146,0.003,0,0,0.003
271,0.1,0.040141748133813,0.002847358672549,0.003,0,0,0.003
271.1,0.1,-0.051172684436933,-0.070078028450841,0.003,0,0,0.003
271.2,0.1,-0.10277972743881,0.025909238497648,0.003,0,0,0.003
271.3,0.1,0.043628506609458,0.067457299276891,0.003,0,0,0.003
271.4,0.1,0.075890336984683,0.014261923105524,0.003,0,0,0.003
271.5,0.1,-0.019357250387985,0.056640280361076,0.003,0,0,0.003
271.6,0.1,0.042974562544669,-0.003482950335651,0.003,0,0,0.003
271.7,0.1,-0.027225125608638,-0.020174131394484,0.003,0,0,0.003
271.8,0.1,0.088906358566937,-0.040774777130984,0.003,0,0,0.003
271.9,0.1,0.031105644543688,-0.043198858814975,0.003,0,0,0.003
272,0.1,0.065010722011061,0.026061019417031,0.003,0,0,0.003
272.1,0.1,0.090561531755123,0.079434535147369,0.003,0,0,0.003
272.2,0.1,0.075072449738772,0.141965213962125,0.003,0,0,0.003
272.3,0.1,0.001878733411895,-0.028304072138402,0.003,0,0,0.003
272.4,0.1,0.116972164450846,0.018241328154818,0.003,0,0,0.003
272.5,0.1,0.06056073378422,-0.0187976082302,0.003,0,0,0.003
272.6,0.1,0.049512185299188,0.001737800599335,0.003,0,0,0.003
272.7,0.1,0.066027887201548,0.013871932393399,0.003,0,0,0.003
272.8,0.1,0.018296929100383,-0.025492304908462,0.003,0,0,0.003
272.9,0.1,0.016718996688309,-0.042247029686627,0.003,0,0,0.003
273,0.1,0.001228187207523,0.054771964922353,0.003,0,0,0.003
273.1,0.1,-0.034825214963051,-0.047226260844643,0.003,0,0,0.003
273.2,0.1,0.042285462322917,0.059893312814727,0.003,0,0,0.003
273.3,0.1,0.049510558233451,-0.057973176689699,0.003,0,0,0.003
273.4,0.1,-0.04945345780853,0.015030872426312,0.003,0,0,0.003
273.5,0.1,-0.012371663444754,-0.039396197429938,0.003,0,0,0.003
273.6,0.1,0.03171186103007,0.014351104642201,0.003,0,0,0.003
273.7,0.1,-0.012132236896407,-0.064094332941031,0.003,0,0,0.003
273.8,0.1,-0.08705420532697,-0.045772262763312,0.003,0,0,0.003
273.9,0.1,0.152743467575466,0.073329533136774,0.003,0,0,0.003
274,0.1,0.018376033451591,-0.016917435041318,0.003,0,0,0.003
274.1,0.1,0.006567621232035,0.059434566179352,0.003,0,0,0.003
274.2,0.1,0.077882702986349,0.03003590888014,0.003,0,0,0.003
274.3,0.1,-0.045964630365751,0.000861823669493,0.003,0,0,0.003
274.4,0.1,0.037181336533545,-0.06239313148104,0.003,0,0,0.003
274.5,0.1,0.05781243733974,-0.089079404887215,0.003,0,0,0.003
274.6,0.1,0.079358197284765,-0.007264632594723,0.003,0,0,0.003
274.7,0.1,-0.010847414179144,0.120003047000978,0.003,0,0,0.003
274.8,0.1,0.01551744859039,0.045085911670785,0.003,0,0,0.003
274.9,0.1,0.059284576751646,-0.064083569463266,0.003,0,0,0.003
275,0.1,0.004661236168002,0.067036075628331,0.003,0,0,0.003
275.1,0.1,-0.073416194884133,0.068300630611477,0.003,0,0,0.003
275.2,0.1,0.047021905434489,-0.037975502007569,0.003,0,0,0.003
275.3,0.1,-0.02129033325906,0.074170713609901,0.003,0,0,0.003
275.4,0.1,-0.007041453225706,-0.038819761437955,0.003,0,0,0.003
275.5,0.1,0.043633880081839,0.093387764248735,0.003,0,0,0.003
275.6,0.1,-0.012655730323923,-0.026880066351178,0.003,0,0,0.003
275.7,0.1,0.07424460541023,-0.063037554100359,0.003,0,0,0.003
275.8,0.1,-0.036626881648453,0.033303756391939,0.003,0,0,0.003
275.9,0.1,0.023262508524612,-0.001712612483067,0.003,0,0,0.003
276,0.1,0.011654255962452,-0.025603747165233,0.003,0,0,0.003
276.1,0.1,-0.069187488939954,0.05543622606694,0.003,0,0,0.003
276.2,0.1,0.110421577557746,-0.000141570944048,0.003,0,0,0.003
276.3,0.1,-0.034714825676674,-0.101554111437333,0.003,0,0,0.003
276.4,0.1,0.087286980312401,-0.027096434714907,0.003,0,0,0.003
276.5,0.1,0.036567368499356,-0.018983557958026,0.003,0,0,0.003
276.6,0.1,0.121056243699897,-0.032983815053803,0.003,0,0,0.003
276.7,0.1,0.052390045629632,0.023086091642315,0.003,0,0,0.003
276.8,0.1,0.111611556811933,-0.016520521868726,0.003,0,0,0.003
276.9,0.1,0.05677441460651,0.061459455371659,0.003,0,0,0.003
277,0.1,0.005821116037729,0.034149004807685,0.003,0,0,0.003
277.1,0.1,-0.029212212474665,-0.010343213243094,0.003,0,0,0.003
277.2,0.1,-0.002255356476797,-0.003750416936691,0.003,0,0,0.003
277.3,0.1,0.002446047824412,-0.065858120658464,0.003,0,0,0.003
277.4,0.1,0.020897079385363,-0.069038197263106,0.003,0,0,0.003
277.5,0.1,0.040905862503777,-0.062497505101177,0.003,0,0,0.003
277.6,0.1,0.04660090111874,0.138583282469736,0.003,0,0,0.003
277.7,0.1,-0.038270020753989,0.021720057777592,0.003,0,0,0.003
277.8,0.1,0.065947392223703,-0.036314673008289,0.003,0,0,0.003
277.9,0.1,-0.003965995063847,0.028948419339014,0.003,0,0,0.003
278,0.1,-0.027054939787629,0.095137643582939,0.003,0,0,0.003
278.1,0.1,0.123483468980088,-0.055967052248076,0.003,0,0,0.003
278.2,0.1,-0.027970910018945,0.003773450285737,0.003,0,0,0.003
278.3,0.1,0.071756912201398,0.033600370130324,0.003,0,0,0.003
278.4,0.1,0.106327549064486,0.029948290905656,0.003,0,0,0.003
278.5,0.1,0.034483008987135,-0.056852807325731,0.003,0,0,0.003
278.6,0.1,0.055284659091178,0.139936038648659,0.003,0,0,0.003
278.7,0.1,-0.004295608523042,0.063174322253107,0.003,0,0,0.003
278.8,0.1,-0.05156864556425,0.017747461678034,0.003,0,0,0.003
278.9,0.1,0.047030414132102,-0.005111139199521,0.003,0,0,0.003
279,0.1,0.006998383085469,0.059001360428961,0.003,0,0,0.003
279.1,0.1,0.01244493569437,-0.003812084497493,0.003,0,0,0.003
279.2,0.1,0.015659287877341,-0.026570393245618,0.003,0,0,0.003
279.3,0.1,0.084675582256554,0.030072376263446,0.003,0,0,0.003
279.4,0.1,0.093752821430027,0.07594819550853,0.003,0,0,0.003
279.5,0.1,0.026709402305316,-0.058357957447098,0.003,0,0,0.003
279.6,0.1,-0.007965314615605,0.070231735877644,0.003,0,0,0.003
279.7,0.1,0.123425183525361,0.009656919392903,0.003,0,0,0.003
279.8,0.1,-0.089975877527592,0.022896881037998,0.003,0,0,0.003
279.9,0.1,0.007890071682721,-0.004744521458901,0.003,0,0,0.003
280,0.1,-0.086571428577473,-0.036591385963131,0.003,0,0,0.003
280.1,0.1,0.086658112904095,0.059522690262477,0.003,0,0,0.003
280.2,0.1,-0.038625764128468,-0.014599577276147,0.003,0,0,0.003
280.3,0.1,0.079114030101309,-0.037554794601012,0.003,0,0,0.003
280.4,0.1,0.027898921563832,0.006578233876915,0.003,0,0,0.003
280.5,0.1,0.007844356778746,0.001058641496223,0.003,0,0,0.003
280.6,0.1,0.04491044777217,0.005208403549056,0.003,0,0,0.003
280.7,0.1,0.092644464257785,-0.026787100456856,0.003,0,0,0.003
280.8,0.1,0.002683159849776,0.064002853896877,0.003,0,0,0.003
280.9,0.1,0.001319288689847,-0.059552827195645,0.003,0,0,0.003
281,0.1,0.098237789538266,0.042551276496329,0.003,0,0,0.003
281.1,0.1,0.010351032872995,0.00409667297368,0.003,0,0,0.003
281.2,0.1,0.089859356413168,-0.009883071935873,0.003,0,0,0.003
281.3,0.1,0.051932083572076,-0.07317619754066,0.003,0,0,0.003
281.4,0.1,0.058408825205421,0.039482649580395,0.003,0,0,0.003
281.5,0.1,0.055155902577614,0.032661013278777,0.003,0,0,0.003
281.6,0.1,0.029172208308652,-0.039309226637802,0.003,0,0,0.003
281.7,0.1,-0.047184712817097,-0.058607213847651,0.003,0,0,0.003
281.8,0.1,0.087044614239947,-0.005145843173598,0.003,0,0,0.003
281.9,0.1,0.071996946833057,-0.03756412945701,0.003,0,0,0.003
282,0.1,0.093089222003974,-0.031367151655835,0.003,0,0,0.003
282.1,0.1,0.059343283920828,-0.060313996644825,0.003,0,0,0.003
282.2,0.1,-0.009936874967024,0.004016659225228,0.003,0,0,0.003
282.3,0.1,0.068565822210813,0.038512999790887,0.003,0,0,0.003
282.4,0.1,0.080185658816579,0.003218089619458,0.003,0,0,0.003
282.5,0.1,-0.076384349849396,0.069857678773516,0.003,0,0,0.003
282.6,0.1,-0.004853559606488,0.024091206471444,0.003,0,0,0.003
282.7,0.1,0.066191086932192,0.065824824479208,0.003,0,0,0.003
282.8,0.1,0.072060899949516,0.113966060030731,0.003,0,0,0.003
282.9,0.1,-0.038767196008722,0.007514300266416,0.003,0,0,0.003
283,0.1,-0.065363619444919,0.008083691007691,0.003,0,0,0.003
283.1,0.1,-0.011541189584687,-0.008800979006218,0.003,0,0,0.003
283.2,0.1,-0.001693097215237,-0.069458649933481,0.003,0,0,0.003
283.3,0.1,-0.059676721756339,-0.025190599555617,0.003,0,0,0.003
283.4,0.1,0.050856178905851,0.028306772855046,0.003,0,0,0.003
283.5,0.1,-0.038417674069084,-0.043522798679266,0.003,0,0,0.003
283.6,0.1,0.003465037724369,-0.006129441137664,0.003,0,0,0.003
283.7,0.1,0.069939762902388,-0.039367146868854,0.003,0,0,0.003
283.8,0.1,0.036225641212457,-0.00559819273061,0.003,0,0,0.003
283.9,0.1,0.015335885103409,-0.047689038563815,0.003,0,0,0.003
284,0.1,0.0112897439398,0.005861369748449,0.003,0,0,0.003
284.1,0.1,-0.044244582087402,0.025976656255375,0.003,0,0,0.003
284.2,0.1,-0.043540292752081,0.00759336160488,0.003,0,0,0.003
284.3,0.1,0.082096673864018,-0.023772649767195,0.003,0,0,0.003
284.4,0.1,0.016327513948306,-0.044934593921677,0.003,0,0,0.003
284.5,0.1,0.036934886430173,-0.038221475131098,0.003,0,0,0.003
284.6,0.1,-0.035429396299201,-0.077563556434205,0.003,0,0,0.003
284.7,0.1,0.029152130685344,0.002181539811723,0.003,0,0,0.003
284.8,0.1,-0.035831248457006,0.04389765229379,0.003,0,0,0.003
284.9,0.1,-0.041093683478398,0.032983888261976,0.003,0,0,0.003
285,0.1,-0.022125452208822,0.034450123974559,0.003,0,0,0.003
285.1,0.1,0.064314518597648,-0.028876065492316,0.003,0,0,0.003
285.2,0.1,0.039261282894079,0.018581701669383,0.003,0,0,0.003
285.3,0.1,0.078615872575903,-0.110281467413714,0.003,0,0,0.003
285.4,0.1,-0.033623546225406,-0.03751415229025,0.003,0,0,0.003
285.5,0.1,0.059463460080528,0.059262774820661,0.003,0,0,0.003
285.6,0.1,0.037845737309037,0.001859770859431,0.003,0,0,0.003
285.7,0.1,-0.077403144475947,-0.008511279731213,0.003,0,0,0.003
285.8,0.1,-0.021675676376108,-0.039988336839533,0.003,0,0,0.003
285.9,0.1,-0.04162947070109,-0.044038633152444,0.003,0,0,0.003
286,0.1,-0.006864950646549,-0.005109179853856,0.003,0,0,0.003
286.1,0.1,-0.020581659340509,0.026827171604284,0.003,0,0,0.003
286.2,0.1,0.045801627264261,0.061258786248028,0.003,0,0,0.003
286.3,0.1,-0.107730815680163,-0.022543432523373,0.003,0,0,0.003
286.4,0.1,-0.011592405837117,0.023012553827284,0.003,0,0,0.003
286.5,0.1,-0.008039888708953,-0.01213369330824,0.003,0,0,0.003
286.6,0.1,0.016912793819763,0.03469050548573,0.003,0,0,0.003
286.7,0.1,-0.01666133154772,0.039910425658865,0.003,0,0,0.003
286.8,0.1,-0.014554522175907,-0.079800671977257,0.003,0,0,0.003
286.9,0.1,-0.005202868984659,0.013837878284147,0.003,0,0,0.003
287,0.1,0.096801728009226,-0.093756184639478,0.003,0,0,0.003
287.1,0.1,0.051515992006978,-0.008262750750472,0.003,0,0,0.003
287.2,0.1,0.046817870638663,-0.008034407127729,0.003,0,0,0.003
287.3,0.1,0.105564424402192,-0.132765084148412,0.003,0,0,0.003
287.4,0.1,0.084721656031636,0.027616914489317,0.003,0,0,0.003
287.5,0.1,-0.034897511574334,-0.013701398046173,0.003,0,0,0.003
287.6,0.1,0.039482702579006,-0.068481661738232,0.003,0,0,0.003
